,Mes,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,1° mes,3° mes,6° mes,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación
155,2,10,110364,A0200002,13,13128,2,4,2,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
156,2,10,110364,A0200001,13,13128,7,8,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
157,6,10,110364,A0200002,13,13128,2,9,4,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
158,6,10,110364,A0200001,13,13128,3,12,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
159,8,10,110360,A0200002,13,13128,18,13,19,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
160,8,10,110360,A0200001,13,13128,24,35,28,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
161,6,10,110360,A0200002,13,13128,22,14,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
162,4,10,110360,A0200002,13,13128,15,26,20,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
163,4,10,110360,A0200001,13,13128,20,35,29,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
164,5,10,110364,A0200001,13,13128,9,10,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
165,4,10,110364,A0200002,13,13128,10,8,4,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
166,4,10,110364,A0200001,13,13128,13,12,4,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
167,5,10,110360,A0200002,13,13128,16,22,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
168,5,10,110360,A0200001,13,13128,23,31,25,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
169,3,10,110360,A0200002,13,13128,16,17,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
170,3,10,110360,A0200001,13,13128,26,26,19,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
171,1,10,110364,A0200002,13,13128,5,6,7,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
172,1,10,110364,A0200001,13,13128,8,6,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
173,2,10,110360,A0200002,13,13128,13,10,18,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
174,2,10,110360,A0200001,13,13128,16,15,25,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
175,3,10,110364,A0200002,13,13128,4,5,6,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
176,3,10,110364,A0200001,13,13128,7,8,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
177,7,10,110364,A0200002,13,13128,7,6,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
178,7,10,110364,A0200001,13,13128,8,7,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
179,10,10,110360,A0200002,13,13128,17,15,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
180,10,10,110360,A0200001,13,13128,26,23,24,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
181,10,10,110364,A0200002,13,13128,5,3,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
182,10,10,110364,A0200001,13,13128,7,6,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
183,11,10,110364,A0200002,13,13128,3,7,4,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
184,11,10,110364,A0200001,13,13128,8,11,6,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
185,9,10,110360,A0200002,13,13128,21,18,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
186,9,10,110360,A0200001,13,13128,25,33,22,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
187,12,10,110360,A0200002,13,13128,14,13,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
188,12,10,110360,A0200001,13,13128,21,17,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
189,12,10,110364,A0200002,13,13128,2,4,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
190,12,10,110364,A0200001,13,13128,5,6,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
191,5,10,110364,A0200002,13,13128,7,2,4,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
192,7,10,110360,A0200002,13,13128,15,10,21,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
193,7,10,110360,A0200001,13,13128,28,21,29,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
194,8,10,110364,A0200002,13,13128,3,4,6,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
195,8,10,110364,A0200001,13,13128,6,6,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
196,9,10,110364,A0200002,13,13128,8,8,7,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,LACTANCIA MATERNA EXCLUSIVA
197,9,10,110364,A0200001,13,13128,10,9,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Huamachuco,Renca,MENORES CONTROLADOS
198,11,10,110360,A0200002,13,13128,13,11,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
199,11,10,110360,A0200001,13,13128,21,21,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
200,1,10,110360,A0200002,13,13128,22,19,23,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,LACTANCIA MATERNA EXCLUSIVA
201,1,10,110360,A0200001,13,13128,30,24,31,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Renca,Renca,MENORES CONTROLADOS
202,4,10,110361,A0200002,13,13128,24,18,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
203,4,10,110361,A0200001,13,13128,34,31,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
204,9,10,110361,A0200002,13,13128,23,21,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
205,9,10,110361,A0200001,13,13128,30,30,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
206,7,10,110361,A0200002,13,13128,28,21,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
207,7,10,110361,A0200001,13,13128,42,32,18,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
208,8,10,110361,A0200002,13,13128,14,18,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
209,8,10,110361,A0200001,13,13128,24,23,21,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
210,10,10,110361,A0200002,13,13128,17,8,13,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
211,10,10,110361,A0200001,13,13128,27,14,27,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
212,6,10,110361,A0200002,13,13128,19,9,13,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
213,6,10,110361,A0200001,13,13128,29,18,19,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
214,5,10,110361,A0200002,13,13128,16,14,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
215,5,10,110361,A0200001,13,13128,24,25,29,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
216,1,10,110361,A0200002,13,13128,20,15,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
217,1,10,110361,A0200001,13,13128,32,23,27,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
218,2,10,110361,A0200002,13,13128,23,9,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
219,2,10,110361,A0200001,13,13128,49,13,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
220,12,10,202205,A0200002,13,13128,1,2,4,Servicio de Salud Metropolitano Occidente,CESFAM Cerro Colorado,Renca,LACTANCIA MATERNA EXCLUSIVA
221,12,10,202205,A0200001,13,13128,1,3,8,Servicio de Salud Metropolitano Occidente,CESFAM Cerro Colorado,Renca,MENORES CONTROLADOS
222,11,10,110361,A0200002,13,13128,16,7,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
223,11,10,110361,A0200001,13,13128,25,16,24,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
224,3,10,110361,A0200002,13,13128,10,17,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
225,3,10,110361,A0200001,13,13128,19,26,18,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
226,11,9,200347,A0200002,13,13104,1,2,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA
227,2,9,200347,A0200002,13,13104,1,2,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA
228,12,10,110361,A0200002,13,13128,11,15,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,LACTANCIA MATERNA EXCLUSIVA
229,12,10,110361,A0200001,13,13128,24,31,22,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca,MENORES CONTROLADOS
230,8,9,200609,A0200002,13,13104,1,1,3,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
231,9,9,109302,A0200001,13,13104,11,11,9,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,MENORES CONTROLADOS
232,11,9,200347,A0200001,13,13104,5,5,4,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,MENORES CONTROLADOS
233,4,9,200347,A0200002,13,13104,0,3,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA
234,4,9,200347,A0200001,13,13104,3,3,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,MENORES CONTROLADOS
235,6,14,114331,A0200002,13,13110,10,13,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,LACTANCIA MATERNA EXCLUSIVA
236,5,11,111370,A0200001,13,13101,27,25,31,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS
237,10,14,114331,A0200001,13,13110,31,14,20,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,MENORES CONTROLADOS
238,10,9,200347,A0200002,13,13104,1,2,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA
239,10,9,200347,A0200001,13,13104,2,3,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,MENORES CONTROLADOS
240,8,13,113324,A0200002,13,13105,10,7,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,LACTANCIA MATERNA EXCLUSIVA
241,8,13,113324,A0200001,13,13105,12,14,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,MENORES CONTROLADOS
242,9,9,200347,A0200002,13,13104,3,2,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA
243,9,9,200347,A0200001,13,13104,7,4,4,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,MENORES CONTROLADOS
244,7,9,200347,A0200002,13,13104,2,1,0,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA
245,7,9,200347,A0200001,13,13104,3,1,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,MENORES CONTROLADOS
246,8,9,200609,A0200001,13,13104,1,2,3,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS
247,6,9,200347,A0200002,13,13104,3,4,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA
248,4,13,113324,A0200002,13,13105,12,17,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,LACTANCIA MATERNA EXCLUSIVA
249,3,9,200347,A0200002,13,13104,2,0,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,LACTANCIA MATERNA EXCLUSIVA
250,3,9,200347,A0200001,13,13104,2,0,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Alberto Bachelet,Conchalí,MENORES CONTROLADOS
251,10,10,110362,A0200002,13,13128,8,7,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
252,10,10,110362,A0200001,13,13128,10,13,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
253,7,10,110362,A0200002,13,13128,8,10,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
254,7,10,110362,A0200001,13,13128,10,16,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
255,1,10,110362,A0200002,13,13128,1,4,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
256,1,10,110362,A0200001,13,13128,2,10,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
257,4,10,110362,A0200002,13,13128,9,5,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
258,4,10,110362,A0200001,13,13128,10,13,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
259,11,10,110362,A0200002,13,13128,3,5,6,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
260,11,10,110362,A0200001,13,13128,9,8,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
261,2,10,110362,A0200002,13,13128,4,9,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
262,2,10,110362,A0200001,13,13128,5,14,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
263,9,10,110362,A0200002,13,13128,3,9,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
264,9,10,110362,A0200001,13,13128,7,15,19,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
265,6,10,110362,A0200002,13,13128,6,6,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
266,6,10,110362,A0200001,13,13128,11,15,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
267,5,10,110362,A0200002,13,13128,9,5,6,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
268,5,10,110362,A0200001,13,13128,11,10,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
269,8,10,110362,A0200002,13,13128,11,4,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
270,8,10,110362,A0200001,13,13128,16,10,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
271,3,10,110362,A0200002,13,13128,2,11,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
272,3,10,110362,A0200001,13,13128,2,20,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
273,12,10,110362,A0200002,13,13128,7,3,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,LACTANCIA MATERNA EXCLUSIVA
274,12,10,110362,A0200001,13,13128,10,6,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,MENORES CONTROLADOS
275,2,10,110781,A0200002,13,13501,,1,3,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla,LACTANCIA MATERNA EXCLUSIVA
276,2,10,110781,A0200001,13,13501,1,2,4,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla,MENORES CONTROLADOS
277,2,10,110378,A0200002,13,13501,13,6,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla,LACTANCIA MATERNA EXCLUSIVA
278,2,10,110378,A0200001,13,13501,18,10,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla,MENORES CONTROLADOS
279,4,10,110378,A0200002,13,13501,5,6,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla,LACTANCIA MATERNA EXCLUSIVA
280,4,10,110378,A0200001,13,13501,8,8,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla,MENORES CONTROLADOS
281,4,9,109302,A0200002,13,13104,10,11,10,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
282,4,9,200609,A0200002,13,13104,4,3,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
283,4,9,200609,A0200001,13,13104,4,4,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS
